gate,run,num_qubits,depth,size,exec_time_sec,error_rate,fidelity,energy_consumption_mJ,quantum_volume,depolarization_rate,noise_rate,noise_model_used
CNOT,342,2,2,3,0.00246262550354003,0,1,2,4,0.05,0.05,No
CNOT,343,2,2,3,0.00258278846740722,0,1,2,4,0.05,0.05,No
CNOT,344,2,2,3,0.00254011154174804,0,1,2,4,0.05,0.05,No
CNOT,345,2,2,3,0.00255203247070312,0,1,2,4,0.05,0.05,No
CNOT,346,2,2,3,0.00250959396362304,0,1,2,4,0.05,0.05,No
CNOT,347,2,2,3,0.00246500968933105,0,1,2,4,0.05,0.05,No
CNOT,348,2,2,3,0.00243759155273437,0,1,2,4,0.05,0.05,No
CNOT,349,2,2,3,0.00248622894287109,0,1,2,4,0.05,0.05,No
CNOT,350,2,2,3,0.00253009796142578,0,1,2,4,0.05,0.05,No
CNOT,351,2,2,3,0.00249600410461425,0,1,2,4,0.05,0.05,No
CNOT,352,2,2,3,0.00249719619750976,0,1,2,4,0.05,0.05,No
CNOT,353,2,2,3,0.00256705284118652,0,1,2,4,0.05,0.05,No
CNOT,354,2,2,3,0.00258684158325195,0,1,2,4,0.05,0.05,No
CNOT,355,2,2,3,0.00252294540405273,0,1,2,4,0.05,0.05,No
CNOT,356,2,2,3,0.00253653526306152,0,1,2,4,0.05,0.05,No
CNOT,357,2,2,3,0.00246620178222656,0,1,2,4,0.05,0.05,No
CNOT,358,2,2,3,0.00243830680847167,0,1,2,4,0.05,0.05,No
CNOT,359,2,2,3,0.00256609916687011,0,1,2,4,0.05,0.05,No
CNOT,360,2,2,3,0.00245451927185058,0,1,2,4,0.05,0.05,No
CNOT,361,2,2,3,0.00244426727294921,0,1,2,4,0.05,0.05,No
CNOT,362,2,2,3,0.00246429443359375,0,1,2,4,0.05,0.05,No
CNOT,363,2,2,3,0.00259041786193847,0,1,2,4,0.05,0.05,No
CNOT,364,2,2,3,0.00249743461608886,0,1,2,4,0.05,0.05,No
CNOT,365,2,2,3,0.00254178047180175,0,1,2,4,0.05,0.05,No
CNOT,366,2,2,3,0.00248360633850097,0,1,2,4,0.05,0.05,No
CNOT,367,2,2,3,0.0024573802947998,0,1,2,4,0.05,0.05,No
CNOT,368,2,2,3,0.00245070457458496,0,1,2,4,0.05,0.05,No
CNOT,369,2,2,3,0.00253033638000488,0,1,2,4,0.05,0.05,No
CNOT,370,2,2,3,0.00252628326416015,0,1,2,4,0.05,0.05,No
CNOT,371,2,2,3,0.00247931480407714,0,1,2,4,0.05,0.05,No
CNOT,372,2,2,3,0.00253820419311523,0,1,2,4,0.05,0.05,No
CNOT,373,2,2,3,0.00246644020080566,0,1,2,4,0.05,0.05,No
CNOT,374,2,2,3,0.00251317024230957,0,1,2,4,0.05,0.05,No
CNOT,375,2,2,3,0.00257682800292968,0,1,2,4,0.05,0.05,No
CNOT,376,2,2,3,0.00255489349365234,0,1,2,4,0.05,0.05,No
CNOT,377,2,2,3,0.00250625610351562,0,1,2,4,0.05,0.05,No
CNOT,378,2,2,3,0.00256586074829101,0,1,2,4,0.05,0.05,No
CNOT,379,2,2,3,0.0025184154510498,0,1,2,4,0.05,0.05,No
CNOT,380,2,2,3,0.00253081321716308,0,1,2,4,0.05,0.05,No
CNOT,381,2,2,3,0.00246334075927734,0,1,2,4,0.05,0.05,No
CNOT,382,2,2,3,0.00276422500610351,0,1,2,4,0.05,0.05,No
CNOT,383,2,2,3,0.00249886512756347,0,1,2,4,0.05,0.05,No
CNOT,384,2,2,3,0.00253152847290039,0,1,2,4,0.05,0.05,No
CNOT,385,2,2,3,0.00239896774291992,0,1,2,4,0.05,0.05,No
CNOT,386,2,2,3,0.0025634765625,0,1,2,4,0.05,0.05,No
CNOT,387,2,2,3,0.0025489330291748,0,1,2,4,0.05,0.05,No
CNOT,388,2,2,3,0.00249505043029785,0,1,2,4,0.05,0.05,No
CNOT,389,2,2,3,0.00251603126525878,0,1,2,4,0.05,0.05,No
CNOT,390,2,2,3,0.00254774093627929,0,1,2,4,0.05,0.05,No
CNOT,391,2,2,3,0.00253009796142578,0,1,2,4,0.05,0.05,No
CNOT,392,2,2,3,0.00245475769042968,0,1,2,4,0.05,0.05,No
CNOT,393,2,2,3,0.00254201889038085,0,1,2,4,0.05,0.05,No
CNOT,394,2,2,3,0.00253987312316894,0,1,2,4,0.05,0.05,No
CNOT,395,2,2,3,0.00257086753845214,0,1,2,4,0.05,0.05,No
CNOT,396,2,2,3,0.00242352485656738,0,1,2,4,0.05,0.05,No
CNOT,397,2,2,3,0.00249075889587402,0,1,2,4,0.05,0.05,No
CNOT,398,2,2,3,0.00254988670349121,0,1,2,4,0.05,0.05,No
CNOT,399,2,2,3,0.00258970260620117,0,1,2,4,0.05,0.05,No
CNOT,400,2,2,3,0.00250411033630371,0,1,2,4,0.05,0.05,No
CNOT,401,2,2,3,0.0025944709777832,0,1,2,4,0.05,0.05,No
CNOT,402,2,2,3,0.00250768661499023,0,1,2,4,0.05,0.05,No
CNOT,403,2,2,3,0.00251746177673339,0,1,2,4,0.05,0.05,No
CNOT,404,2,2,3,0.00249648094177246,0,1,2,4,0.05,0.05,No
CNOT,405,2,2,3,0.00255489349365234,0,1,2,4,0.05,0.05,No
CNOT,406,2,2,3,0.002532958984375,0,1,2,4,0.05,0.05,No
CNOT,407,2,2,3,0.00262999534606933,0,1,2,4,0.05,0.05,No
CNOT,408,2,2,3,0.00254559516906738,0,1,2,4,0.05,0.05,No
CNOT,409,2,2,3,0.00259757041931152,0,1,2,4,0.05,0.05,No
CNOT,410,2,2,3,0.00252056121826171,0,1,2,4,0.05,0.05,No
CNOT,411,2,2,3,0.00275945663452148,0,1,2,4,0.05,0.05,No
CNOT,412,2,2,3,0.00247097015380859,0,1,2,4,0.05,0.05,No
CNOT,413,2,2,3,0.00250935554504394,0,1,2,4,0.05,0.05,No
CNOT,414,2,2,3,0.00263285636901855,0,1,2,4,0.05,0.05,No
CNOT,415,2,2,3,0.00258779525756835,0,1,2,4,0.05,0.05,No
CNOT,416,2,2,3,0.0025482177734375,0,1,2,4,0.05,0.05,No
CNOT,417,2,2,3,0.00253558158874511,0,1,2,4,0.05,0.05,No
CNOT,418,2,2,3,0.00268054008483886,0,1,2,4,0.05,0.05,No
CNOT,419,2,2,3,0.00258731842041015,0,1,2,4,0.05,0.05,No
CNOT,420,2,2,3,0.00257301330566406,0,1,2,4,0.05,0.05,No
CNOT,421,2,2,3,0.00257301330566406,0,1,2,4,0.05,0.05,No
CNOT,422,2,2,3,0.00256824493408203,0,1,2,4,0.05,0.05,No
CNOT,423,2,2,3,0.00258898735046386,0,1,2,4,0.05,0.05,No
CNOT,424,2,2,3,0.00256633758544921,0,1,2,4,0.05,0.05,No
CNOT,425,2,2,3,0.00249814987182617,0,1,2,4,0.05,0.05,No
CNOT,426,2,2,3,0.00253963470458984,0,1,2,4,0.05,0.05,No
CNOT,427,2,2,3,0.00887179374694824,0,1,2,4,0.05,0.05,No
CNOT,428,2,2,3,0.00544524192810058,0,1,2,4,0.05,0.05,No
CNOT,429,2,2,3,0.00927901268005371,0,1,2,4,0.05,0.05,No
CNOT,430,2,2,3,0.00931000709533691,0,1,2,4,0.05,0.05,No
CNOT,431,2,2,3,0.00628089904785156,0,1,2,4,0.05,0.05,No
CNOT,432,2,2,3,0.00517082214355468,0,1,2,4,0.05,0.05,No
CNOT,433,2,2,3,0.00612306594848632,0,1,2,4,0.05,0.05,No
CNOT,434,2,2,3,0.00601863861083984,0,1,2,4,0.05,0.05,No
CNOT,435,2,2,3,0.0076916217803955,0,1,2,4,0.05,0.05,No
CNOT,436,2,2,3,0.00823926925659179,0,1,2,4,0.05,0.05,No
CNOT,437,2,2,3,0.00609922409057617,0,1,2,4,0.05,0.05,No
CNOT,438,2,2,3,0.00589370727539062,0,1,2,4,0.05,0.05,No
CNOT,439,2,2,3,0.00590705871582031,0,1,2,4,0.05,0.05,No
CNOT,440,2,2,3,0.00629878044128418,0,1,2,4,0.05,0.05,No
CNOT,441,2,2,3,0.00586152076721191,0,1,2,4,0.05,0.05,No
CNOT,442,2,2,3,0.00311589241027832,0,1,2,4,0.05,0.05,No
CNOT,443,2,2,3,0.00249147415161132,0,1,2,4,0.05,0.05,No
CNOT,444,2,2,3,0.00249195098876953,0,1,2,4,0.05,0.05,No
CNOT,445,2,2,3,0.00246047973632812,0,1,2,4,0.05,0.05,No
CNOT,446,2,2,3,0.00255942344665527,0,1,2,4,0.05,0.05,No
CNOT,447,2,2,3,0.00536155700683593,0,1,2,4,0.05,0.05,No
CNOT,448,2,2,3,0.00252890586853027,0,1,2,4,0.05,0.05,No
CNOT,449,2,2,3,0.00254106521606445,0,1,2,4,0.05,0.05,No
CNOT,450,2,2,3,0.00249123573303222,0,1,2,4,0.05,0.05,No
CNOT,451,2,2,3,0.0024266242980957,0,1,2,4,0.05,0.05,No
CNOT,452,2,2,3,0.00241351127624511,0,1,2,4,0.05,0.05,No
CNOT,453,2,2,3,0.00248456001281738,0,1,2,4,0.05,0.05,No
CNOT,454,2,2,3,0.00247454643249511,0,1,2,4,0.05,0.05,No
CNOT,455,2,2,3,0.00248026847839355,0,1,2,4,0.05,0.05,No
CNOT,456,2,2,3,0.00245881080627441,0,1,2,4,0.05,0.05,No
CNOT,457,2,2,3,0.00243401527404785,0,1,2,4,0.05,0.05,No
CNOT,458,2,2,3,0.00246977806091308,0,1,2,4,0.05,0.05,No
CNOT,459,2,2,3,0.00247430801391601,0,1,2,4,0.05,0.05,No
CNOT,460,2,2,3,0.00247621536254882,0,1,2,4,0.05,0.05,No
CNOT,461,2,2,3,0.00257039070129394,0,1,2,4,0.05,0.05,No
CNOT,462,2,2,3,0.00272154808044433,0,1,2,4,0.05,0.05,No
CNOT,463,2,2,3,0.00259637832641601,0,1,2,4,0.05,0.05,No
CNOT,464,2,2,3,0.00250720977783203,0,1,2,4,0.05,0.05,No
CNOT,465,2,2,3,0.0024271011352539,0,1,2,4,0.05,0.05,No
CNOT,466,2,2,3,0.00247764587402343,0,1,2,4,0.05,0.05,No
CNOT,467,2,2,3,0.0025331974029541,0,1,2,4,0.05,0.05,No
CNOT,468,2,2,3,0.00250720977783203,0,1,2,4,0.05,0.05,No
CNOT,469,2,2,3,0.00248885154724121,0,1,2,4,0.05,0.05,No
CNOT,470,2,2,3,0.00252175331115722,0,1,2,4,0.05,0.05,No
CNOT,471,2,2,3,0.00243330001831054,0,1,2,4,0.05,0.05,No
CNOT,472,2,2,3,0.0025331974029541,0,1,2,4,0.05,0.05,No
CNOT,473,2,2,3,0.00244760513305664,0,1,2,4,0.05,0.05,No
CNOT,474,2,2,3,0.00241041183471679,0,1,2,4,0.05,0.05,No
CNOT,475,2,2,3,0.00248885154724121,0,1,2,4,0.05,0.05,No
CNOT,476,2,2,3,0.00324487686157226,0,1,2,4,0.05,0.05,No
CNOT,477,2,2,3,0.00245523452758789,0,1,2,4,0.05,0.05,No
CNOT,478,2,2,3,0.00255417823791503,0,1,2,4,0.05,0.05,No
CNOT,479,2,2,3,0.00249385833740234,0,1,2,4,0.05,0.05,No
CNOT,480,2,2,3,0.00246095657348632,0,1,2,4,0.05,0.05,No
CNOT,481,2,2,3,0.00240945816040039,0,1,2,4,0.05,0.05,No
CNOT,482,2,2,3,0.00250172615051269,0,1,2,4,0.05,0.05,No
CNOT,483,2,2,3,0.00248622894287109,0,1,2,4,0.05,0.05,No
CNOT,484,2,2,3,0.00248026847839355,0,1,2,4,0.05,0.05,No
CNOT,485,2,2,3,0.0024721622467041,0,1,2,4,0.05,0.05,No
CNOT,486,2,2,3,0.00247001647949218,0,1,2,4,0.05,0.05,No
CNOT,487,2,2,3,0.00244784355163574,0,1,2,4,0.05,0.05,No
CNOT,488,2,2,3,0.00254392623901367,0,1,2,4,0.05,0.05,No
CNOT,489,2,2,3,0.00249934196472167,0,1,2,4,0.05,0.05,No
CNOT,490,2,2,3,0.00248980522155761,0,1,2,4,0.05,0.05,No
CNOT,491,2,2,3,0.00253844261169433,0,1,2,4,0.05,0.05,No
CNOT,492,2,2,3,0.00260472297668457,0,1,2,4,0.05,0.05,No
CNOT,493,2,2,3,0.00249481201171875,0,1,2,4,0.05,0.05,No
CNOT,494,2,2,3,0.00246357917785644,0,1,2,4,0.05,0.05,No
CNOT,495,2,2,3,0.0024874210357666,0,1,2,4,0.05,0.05,No
CNOT,496,2,2,3,0.002532958984375,0,1,2,4,0.05,0.05,No
CNOT,497,2,2,3,0.00261759757995605,0,1,2,4,0.05,0.05,No
CNOT,498,2,2,3,0.00255393981933593,0,1,2,4,0.05,0.05,No
CNOT,499,2,2,3,0.0025339126586914,0,1,2,4,0.05,0.05,No
CNOT,500,2,2,3,0.00254297256469726,0,1,2,4,0.05,0.05,No
CNOT,501,2,2,3,0.00255250930786132,0,1,2,4,0.05,0.05,No
CNOT,502,2,2,3,0.00253915786743164,0,1,2,4,0.05,0.05,No
CNOT,503,2,2,3,0.00252842903137207,0,1,2,4,0.05,0.05,No
CNOT,504,2,2,3,0.00255465507507324,0,1,2,4,0.05,0.05,No
CNOT,505,2,2,3,0.00259900093078613,0,1,2,4,0.05,0.05,No
CNOT,506,2,2,3,0.00255608558654785,0,1,2,4,0.05,0.05,No
CNOT,507,2,2,3,0.00258588790893554,0,1,2,4,0.05,0.05,No
CNOT,508,2,2,3,0.00260901451110839,0,1,2,4,0.05,0.05,No
CNOT,509,2,2,3,0.00248622894287109,0,1,2,4,0.05,0.05,No
CNOT,510,2,2,3,0.00252008438110351,0,1,2,4,0.05,0.05,No
CNOT,511,2,2,3,0.00257039070129394,0,1,2,4,0.05,0.05,No
CNOT,512,2,2,3,0.00253033638000488,0,1,2,4,0.05,0.05,No
CNOT,513,2,2,3,0.00254225730895996,0,1,2,4,0.05,0.05,No
CNOT,514,2,2,3,0.00256633758544921,0,1,2,4,0.05,0.05,No
CNOT,515,2,2,3,0.0025637149810791,0,1,2,4,0.05,0.05,No
CNOT,516,2,2,3,0.00257349014282226,0,1,2,4,0.05,0.05,No
CNOT,517,2,2,3,0.00255227088928222,0,1,2,4,0.05,0.05,No
CNOT,518,2,2,3,0.0025637149810791,0,1,2,4,0.05,0.05,No
CNOT,519,2,2,3,0.00257134437561035,0,1,2,4,0.05,0.05,No
CNOT,520,2,2,3,0.00255966186523437,0,1,2,4,0.05,0.05,No
CNOT,521,2,2,3,0.00264596939086914,0,1,2,4,0.05,0.05,No
CNOT,522,2,2,3,0.00245904922485351,0,1,2,4,0.05,0.05,No
CNOT,523,2,2,3,0.00278210639953613,0,1,2,4,0.05,0.05,No
CNOT,524,2,2,3,0.00245165824890136,0,1,2,4,0.05,0.05,No
CNOT,525,2,2,3,0.00258827209472656,0,1,2,4,0.05,0.05,No
CNOT,526,2,2,3,0.00248122215270996,0,1,2,4,0.05,0.05,No
CNOT,527,2,2,3,0.00254988670349121,0,1,2,4,0.05,0.05,No
CNOT,528,2,2,3,0.00250720977783203,0,1,2,4,0.05,0.05,No
CNOT,529,2,2,3,0.00257277488708496,0,1,2,4,0.05,0.05,No
CNOT,530,2,2,3,0.00266385078430175,0,1,2,4,0.05,0.05,No
CNOT,531,2,2,3,0.00264358520507812,0,1,2,4,0.05,0.05,No
CNOT,532,2,2,3,0.00256800651550292,0,1,2,4,0.05,0.05,No
CNOT,533,2,2,3,0.00247788429260253,0,1,2,4,0.05,0.05,No
CNOT,534,2,2,3,0.00246500968933105,0,1,2,4,0.05,0.05,No
CNOT,535,2,2,3,0.00254797935485839,0,1,2,4,0.05,0.05,No
CNOT,536,2,2,3,0.00253486633300781,0,1,2,4,0.05,0.05,No
CNOT,537,2,2,3,0.00264406204223632,0,1,2,4,0.05,0.05,No
CNOT,538,2,2,3,0.00249743461608886,0,1,2,4,0.05,0.05,No
CNOT,539,2,2,3,0.0025944709777832,0,1,2,4,0.05,0.05,No
CNOT,540,2,2,3,0.00254988670349121,0,1,2,4,0.05,0.05,No
CNOT,541,2,2,3,0.00376796722412109,0,1,2,4,0.05,0.05,No
CNOT,542,2,2,3,0.00262403488159179,0,1,2,4,0.05,0.05,No
CNOT,543,2,2,3,0.00252532958984375,0,1,2,4,0.05,0.05,No
CNOT,544,2,2,3,0.00260066986083984,0,1,2,4,0.05,0.05,No
CNOT,545,2,2,3,0.00256824493408203,0,1,2,4,0.05,0.05,No
CNOT,546,2,2,3,0.0025484561920166,0,1,2,4,0.05,0.05,No
CNOT,547,2,2,3,0.00258278846740722,0,1,2,4,0.05,0.05,No
CNOT,548,2,2,3,0.00257205963134765,0,1,2,4,0.05,0.05,No
CNOT,549,2,2,3,0.00249481201171875,0,1,2,4,0.05,0.05,No
CNOT,550,2,2,3,0.00253629684448242,0,1,2,4,0.05,0.05,No
CNOT,551,2,2,3,0.00257825851440429,0,1,2,4,0.05,0.05,No
CNOT,552,2,2,3,0.00249075889587402,0,1,2,4,0.05,0.05,No
CNOT,553,2,2,3,0.00255656242370605,0,1,2,4,0.05,0.05,No
CNOT,554,2,2,3,0.00251722335815429,0,1,2,4,0.05,0.05,No
CNOT,555,2,2,3,0.00253129005432128,0,1,2,4,0.05,0.05,No
CNOT,556,2,2,3,0.00254273414611816,0,1,2,4,0.05,0.05,No
CNOT,557,2,2,3,0.00246834754943847,0,1,2,4,0.05,0.05,No
CNOT,558,2,2,3,0.00255537033081054,0,1,2,4,0.05,0.05,No
CNOT,559,2,2,3,0.00252532958984375,0,1,2,4,0.05,0.05,No
CNOT,560,2,2,3,0.0025792121887207,0,1,2,4,0.05,0.05,No
CNOT,561,2,2,3,0.00256562232971191,0,1,2,4,0.05,0.05,No
CNOT,562,2,2,3,0.00254321098327636,0,1,2,4,0.05,0.05,No
CNOT,563,2,2,3,0.00260686874389648,0,1,2,4,0.05,0.05,No
CNOT,564,2,2,3,0.00256776809692382,0,1,2,4,0.05,0.05,No
CNOT,565,2,2,3,0.00257420539855957,0,1,2,4,0.05,0.05,No
CNOT,566,2,2,3,0.00249052047729492,0,1,2,4,0.05,0.05,No
CNOT,567,2,2,3,0.00258708000183105,0,1,2,4,0.05,0.05,No
CNOT,568,2,2,3,0.00436162948608398,0,1,2,4,0.05,0.05,No
CNOT,569,2,2,3,0.00258278846740722,0,1,2,4,0.05,0.05,No
CNOT,570,2,2,3,0.00241494178771972,0,1,2,4,0.05,0.05,No
CNOT,571,2,2,3,0.00253152847290039,0,1,2,4,0.05,0.05,No
CNOT,572,2,2,3,0.00257778167724609,0,1,2,4,0.05,0.05,No
CNOT,573,2,2,3,0.00243282318115234,0,1,2,4,0.05,0.05,No
CNOT,574,2,2,3,0.00262141227722167,0,1,2,4,0.05,0.05,No
CNOT,575,2,2,3,0.00256729125976562,0,1,2,4,0.05,0.05,No
CNOT,576,2,2,3,0.00258183479309082,0,1,2,4,0.05,0.05,No
CNOT,577,2,2,3,0.0025787353515625,0,1,2,4,0.05,0.05,No
CNOT,578,2,2,3,0.00250458717346191,0,1,2,4,0.05,0.05,No
CNOT,579,2,2,3,0.0025954246520996,0,1,2,4,0.05,0.05,No
CNOT,580,2,2,3,0.00261545181274414,0,1,2,4,0.05,0.05,No
CNOT,581,2,2,3,0.00258207321166992,0,1,2,4,0.05,0.05,No
CNOT,582,2,2,3,0.00255489349365234,0,1,2,4,0.05,0.05,No
CNOT,583,2,2,3,0.00258326530456542,0,1,2,4,0.05,0.05,No
CNOT,584,2,2,3,0.00451850891113281,0,1,2,4,0.05,0.05,No
CNOT,585,2,2,3,0.00254011154174804,0,1,2,4,0.05,0.05,No
CNOT,586,2,2,3,0.0025191307067871,0,1,2,4,0.05,0.05,No
CNOT,587,2,2,3,0.0024878978729248,0,1,2,4,0.05,0.05,No
CNOT,588,2,2,3,0.00254106521606445,0,1,2,4,0.05,0.05,No
CNOT,589,2,2,3,0.00259780883789062,0,1,2,4,0.05,0.05,No
CNOT,590,2,2,3,0.00262045860290527,0,1,2,4,0.05,0.05,No
CNOT,591,2,2,3,0.0025789737701416,0,1,2,4,0.05,0.05,No
CNOT,592,2,2,3,0.00252246856689453,0,1,2,4,0.05,0.05,No
CNOT,593,2,2,3,0.00252771377563476,0,1,2,4,0.05,0.05,No
CNOT,594,2,2,3,0.00256013870239257,0,1,2,4,0.05,0.05,No
CNOT,595,2,2,3,0.00249767303466796,0,1,2,4,0.05,0.05,No
CNOT,596,2,2,3,0.00261592864990234,0,1,2,4,0.05,0.05,No
CNOT,597,2,2,3,0.0025496482849121,0,1,2,4,0.05,0.05,No
CNOT,598,2,2,3,0.00250720977783203,0,1,2,4,0.05,0.05,No
CNOT,599,2,2,3,0.00249934196472167,0,1,2,4,0.05,0.05,No
CNOT,600,2,2,3,0.00248551368713378,0,1,2,4,0.05,0.05,No
CNOT,601,2,2,3,0.00249648094177246,0,1,2,4,0.05,0.05,No
CNOT,602,2,2,3,0.00434613227844238,0,1,2,4,0.05,0.05,No
CNOT,603,2,2,3,0.00252318382263183,0,1,2,4,0.05,0.05,No
CNOT,604,2,2,3,0.0026247501373291,0,1,2,4,0.05,0.05,No
CNOT,605,2,2,3,0.00254607200622558,0,1,2,4,0.05,0.05,No
CNOT,606,2,2,3,0.0024886131286621,0,1,2,4,0.05,0.05,No
CNOT,607,2,2,3,0.00254416465759277,0,1,2,4,0.05,0.05,No
CNOT,608,2,2,3,0.00251722335815429,0,1,2,4,0.05,0.05,No
CNOT,609,2,2,3,0.00254201889038085,0,1,2,4,0.05,0.05,No
CNOT,610,2,2,3,0.00258755683898925,0,1,2,4,0.05,0.05,No
CNOT,611,2,2,3,0.00268268585205078,0,1,2,4,0.05,0.05,No
CNOT,612,2,2,3,0.00254535675048828,0,1,2,4,0.05,0.05,No
CNOT,613,2,2,3,0.00262928009033203,0,1,2,4,0.05,0.05,No
CNOT,614,2,2,3,0.0025184154510498,0,1,2,4,0.05,0.05,No
CNOT,615,2,2,3,0.00252342224121093,0,1,2,4,0.05,0.05,No
CNOT,616,2,2,3,0.00249147415161132,0,1,2,4,0.05,0.05,No
CNOT,617,2,2,3,0.00252175331115722,0,1,2,4,0.05,0.05,No
CNOT,618,2,2,3,0.00256943702697753,0,1,2,4,0.05,0.05,No
CNOT,619,2,2,3,0.00250482559204101,0,1,2,4,0.05,0.05,No
CNOT,620,2,2,3,0.00256919860839843,0,1,2,4,0.05,0.05,No
CNOT,621,2,2,3,0.0025789737701416,0,1,2,4,0.05,0.05,No
CNOT,622,2,2,3,0.00265169143676757,0,1,2,4,0.05,0.05,No
CNOT,623,2,2,3,0.00265145301818847,0,1,2,4,0.05,0.05,No
CNOT,624,2,2,3,0.00271201133728027,0,1,2,4,0.05,0.05,No
CNOT,625,2,2,3,0.00258111953735351,0,1,2,4,0.05,0.05,No
CNOT,626,2,2,3,0.00257682800292968,0,1,2,4,0.05,0.05,No
CNOT,627,2,2,3,0.00258040428161621,0,1,2,4,0.05,0.05,No
CNOT,628,2,2,3,0.00265908241271972,0,1,2,4,0.05,0.05,No
CNOT,629,2,2,3,0.00252461433410644,0,1,2,4,0.05,0.05,No
CNOT,630,2,2,3,0.00264906883239746,0,1,2,4,0.05,0.05,No
CNOT,631,2,2,3,0.00257492065429687,0,1,2,4,0.05,0.05,No
CNOT,632,2,2,3,0.00252008438110351,0,1,2,4,0.05,0.05,No
CNOT,633,2,2,3,0.00254750251770019,0,1,2,4,0.05,0.05,No
CNOT,634,2,2,3,0.00257563591003417,0,1,2,4,0.05,0.05,No
CNOT,635,2,2,3,0.00259876251220703,0,1,2,4,0.05,0.05,No
CNOT,636,2,2,3,0.00265264511108398,0,1,2,4,0.05,0.05,No
CNOT,637,2,2,3,0.00263857841491699,0,1,2,4,0.05,0.05,No
CNOT,638,2,2,3,0.00263071060180664,0,1,2,4,0.05,0.05,No
CNOT,639,2,2,3,0.00251126289367675,0,1,2,4,0.05,0.05,No
CNOT,640,2,2,3,0.00258564949035644,0,1,2,4,0.05,0.05,No
CNOT,641,2,2,3,0.00253963470458984,0,1,2,4,0.05,0.05,No
CNOT,642,2,2,3,0.00276041030883789,0,1,2,4,0.05,0.05,No
CNOT,643,2,2,3,0.00261139869689941,0,1,2,4,0.05,0.05,No
CNOT,644,2,2,3,0.00256872177124023,0,1,2,4,0.05,0.05,No
CNOT,645,2,2,3,0.00305795669555664,0,1,2,4,0.05,0.05,No
CNOT,646,2,2,3,0.00257158279418945,0,1,2,4,0.05,0.05,No
CNOT,647,2,2,3,0.00261855125427246,0,1,2,4,0.05,0.05,No
CNOT,648,2,2,3,0.00270032882690429,0,1,2,4,0.05,0.05,No
CNOT,649,2,2,3,0.00259065628051757,0,1,2,4,0.05,0.05,No
CNOT,650,2,2,3,0.00262093544006347,0,1,2,4,0.05,0.05,No
CNOT,651,2,2,3,0.00258255004882812,0,1,2,4,0.05,0.05,No
CNOT,652,2,2,3,0.00245833396911621,0,1,2,4,0.05,0.05,No
CNOT,653,2,2,3,0.00365257263183593,0,1,2,4,0.05,0.05,No
CNOT,654,2,2,3,0.00251364707946777,0,1,2,4,0.05,0.05,No
CNOT,655,2,2,3,0.00253558158874511,0,1,2,4,0.05,0.05,No
CNOT,656,2,2,3,0.00253081321716308,0,1,2,4,0.05,0.05,No
CNOT,657,2,2,3,0.00259709358215332,0,1,2,4,0.05,0.05,No
CNOT,658,2,2,3,0.00258660316467285,0,1,2,4,0.05,0.05,No
CNOT,659,2,2,3,0.00252747535705566,0,1,2,4,0.05,0.05,No
CNOT,660,2,2,3,0.00260066986083984,0,1,2,4,0.05,0.05,No
CNOT,661,2,2,3,0.00255608558654785,0,1,2,4,0.05,0.05,No
CNOT,662,2,2,3,0.00246882438659667,0,1,2,4,0.05,0.05,No
CNOT,663,2,2,3,0.00254392623901367,0,1,2,4,0.05,0.05,No
CNOT,664,2,2,3,0.0025641918182373,0,1,2,4,0.05,0.05,No
CNOT,665,2,2,3,0.00262236595153808,0,1,2,4,0.05,0.05,No
CNOT,666,2,2,3,0.0025482177734375,0,1,2,4,0.05,0.05,No
CNOT,667,2,2,3,0.00262331962585449,0,1,2,4,0.05,0.05,No
CNOT,668,2,2,3,0.00254726409912109,0,1,2,4,0.05,0.05,No
CNOT,669,2,2,3,0.00262355804443359,0,1,2,4,0.05,0.05,No
CNOT,670,2,2,3,0.00257372856140136,0,1,2,4,0.05,0.05,No
CNOT,671,2,2,3,0.00264954566955566,0,1,2,4,0.05,0.05,No
CNOT,672,2,2,3,0.002532958984375,0,1,2,4,0.05,0.05,No
CNOT,673,2,2,3,0.00246787071228027,0,1,2,4,0.05,0.05,No
CNOT,674,2,2,3,0.00257372856140136,0,1,2,4,0.05,0.05,No
CNOT,675,2,2,3,0.00253486633300781,0,1,2,4,0.05,0.05,No
CNOT,676,2,2,3,0.00263166427612304,0,1,2,4,0.05,0.05,No
CNOT,677,2,2,3,0.00262260437011718,0,1,2,4,0.05,0.05,No
CNOT,678,2,2,3,0.00255656242370605,0,1,2,4,0.05,0.05,No
CNOT,679,2,2,3,0.00263142585754394,0,1,2,4,0.05,0.05,No
CNOT,680,2,2,3,0.00261235237121582,0,1,2,4,0.05,0.05,No
CNOT,681,2,2,3,0.00538349151611328,0,1,2,4,0.05,0.05,No
CNOT,682,2,2,3,0.00260591506958007,0,1,2,4,0.05,0.05,No
CNOT,683,2,2,3,0.00502562522888183,0,1,2,4,0.05,0.05,No
CNOT,684,2,2,3,0.0025033950805664,0,1,2,4,0.05,0.05,No
CNOT,685,2,2,3,0.00259280204772949,0,1,2,4,0.05,0.05,No
CNOT,686,2,2,3,0.00243401527404785,0,1,2,4,0.05,0.05,No
CNOT,687,2,2,3,0.00254321098327636,0,1,2,4,0.05,0.05,No
CNOT,688,2,2,3,0.00251746177673339,0,1,2,4,0.05,0.05,No
CNOT,689,2,2,3,0.00255012512207031,0,1,2,4,0.05,0.05,No
